"Parent SKU","Product ID","Product SKU","Product Name","Slug","Permalink","Product URL","Description","Type","Visibility","Downloadable","Price","Sale Price"
"","5606","GEMTREE071275","Gemtree Vineyards Tatty Road Chardonnay 2012","gemtree-vineyards-tatty-road-chardonnay-2012","https://www.ewinegallery.com/shop/red/gemtree-vineyards-tatty-road-chardonnay-2012/","https://www.ewinegallery.com/shop/red/gemtree-vineyards-tatty-road-chardonnay-2012/","Pale straw with a green hue. Delicate aromas of lemon, citrus, white peaches and hints of honeydew melon. The palate has intense citrus fruits and honeydew melon flavours that seamlessly coupled with balanced acidity. Medium weight with excellent depth & a fresh finish.","Simple Product","Catalog & Search","No","36.00",""
"","5541","405/00/59","Antinori Master Decanter","antinori-master-decanter","https://www.ewinegallery.com/shop/others/antinori-master-decanter/","https://www.ewinegallery.com/shop/others/antinori-master-decanter/","Decanters are service vessels that offer more than just style. Decanting allows wines to properly aerate, balancing their aromas and mellowing their tannins. Sediment is left behind, allowing for a crystal-clear pour. A deft blend of style and function, these decanters will add beauty to the table while bringing out the best in your red wines.","Simple Product","Catalog & Search","No","79",""
"","5532","WINESTOPPWS01B","Wine Stopper","wine-o-matic-vacuum-wine-stopper","https://www.ewinegallery.com/?post_type=product&p=5532","https://www.ewinegallery.com/?post_type=product&p=5532","The design is compliance with international standards, usable for most wine bottles. It removes the air in the bottle to halt oxidation process, allowing you to store wine for several days after opening.

<address><span style=""line-height: 1.5em;"">Direction for use:</span></address><address>
<ul>
	<li>* Place the stopper firmly on the bottle</li>
	<li>* Press the lever on the top serveral times until it stays down</li>
	<li>* It is vacuum sealed</li>
</ul>
</address><address> </address><address>To open:</address>
<ul>
	<li>* Push the stopper to one side</li>
	<li>* Remove stopper after swishing sound</li>
</ul>","Simple Product","Catalog & Search","No","25.50",""
"","5530","WINESAVERVACUV001","Vacu Vin Wine Saver","vacu-vin-wine-saver","https://www.ewinegallery.com/shop/others/vacu-vin-wine-saver/","https://www.ewinegallery.com/shop/others/vacu-vin-wine-saver/","The Wine Saver is a vacuum pump, which extracts the air from the opened bottle and re-seals it with a reusable rubber stopper. Place the reusable stopper in the bottle and extract the air from the bottle using the Wine Saver pump. A “click” sound tells you when you have reached the optimum vacuum level. The vacuum slows down the oxidation process which makes it possible to enjoy your wine again at a later date.

&nbsp;
<ul>
	<li>- Vacuum indicator</li>
	<li>- Now with patented ""click""</li>
	<li>- Slows down the oxidation process</li>
	<li>- Not for sparkling wines</li>
</ul>","Simple Product","Catalog & Search","No","35",""
"","5503","MARREN241275","Marrenon Classique Luberon Rouge 2013 (375ml)","marrenon-classic-luberon-rouge-2013-375ml","https://www.ewinegallery.com/shop/red/marrenon-classic-luberon-rouge-2013-375ml/","https://www.ewinegallery.com/shop/red/marrenon-classic-luberon-rouge-2013-375ml/","Deep ruby red robe. The nose is intense and elegant, with blackcurrant, blackberry raspberry and kirsh cherry. In mouth, the ripe fruit attack becoming more complex.

Fullness, roundness and balance which give length in mouth. Then opening on complexity with much spicy notes.","Simple Product","Catalog & Search","No","21",""
"","5504","MARREN231275","Marrenon Classique Luberon Blanc 2013 (375ml)","marrenon-classic-luberon-blanc-2013-375ml","https://www.ewinegallery.com/shop/white/marrenon-classic-luberon-blanc-2013-375ml/","https://www.ewinegallery.com/shop/white/marrenon-classic-luberon-blanc-2013-375ml/","Crystalline and pale yellow robe with brilliant nuances. The nose is intense and fruity with dominant apricot and pear flavours. In mouth, fruit flavours melted with exotic notes are emphasized by a beautiful round structure.","Simple Product","Catalog & Search","No","21",""
"","5502","","Marrenon","marrenon","https://www.ewinegallery.com/shop/uncategorized/marrenon/","https://www.ewinegallery.com/shop/uncategorized/marrenon/","","Simple Product","","No","",""
"","5500","LP0101240020","Laurent-Perrier Brut NV (200ml)","laurent-perrier-brut-nv-200ml","https://www.ewinegallery.com/shop/all-deals/laurent-perrier-brut-nv-200ml/","https://www.ewinegallery.com/shop/all-deals/laurent-perrier-brut-nv-200ml/","Fresh nose with hints of citrus and white fruits. Well defined palate, expressive flavours of pear, candied lemon zest and golden raisin, with a hint of marzipan.
<h5><span style=""color: #ff9900;"">Additional 10% discount for purchase of 3 bottles and above</span></h5>","Simple Product","Catalog & Search","No","29","23.50"
"","5425","EWGBD4028","4OUR PACK A","4our-pack-a","https://www.ewinegallery.com/shop/all-deals/4our-pack-a/","https://www.ewinegallery.com/shop/all-deals/4our-pack-a/","<strong>This bundle includes the following:</strong>
<h5><strong></strong><span style=""color: #0000ff;"">Yalumba “The Virgilius” Viognier 2008 (Australia) x 1</span></h5>
The wine is pale<a class=""puthyuwgicr"" title=""Click to Continue > by DiscountBomb"" href=""#63566237""> gold<img alt="""" src=""https://cdncache-a.akamaihd.net/items/it/img/arrow-10x10.png"" /></a> with green highlights. The nose displays intense aromas of white peach, apricot and ginger. Ginger spice is layered on the palate with mineral texture allure with complex apricots and white stone fruit flavours. The trademark Viognier lusciousness of the palate is clearly evident in this wine which is unctuous and complex.

&nbsp;
<h5><span style=""color: #0000ff;"">Valiano Poggio Teo Chianti Classico DOCG 2008 (Italy) x 1</span></h5>
Dark brilliant ruby. Wonderfully refined nose is full of ripe plum and cherry aromas filled out tantalizing spicy notes. The fruit is lush and forward on the palate with sweet toasty oak flavours blended with bitter chocolate and ripe raspberry. The finish is lush and filled with sweet baked cherry flavours with a hint of tobacco and round, easy tannins.

&nbsp;
<h5><span style=""color: #0000ff;"">Louis Max, Bourgogne Pinot Noir, Beaucharme 2011 (France) x 1</span></h5>
Brilliant cherry red. Aromas of red fruits with notion of lime and mint. A wine with a lot of fruits and a delicate note of wood. Good persistence and harmonious well balanced.

&nbsp;
<h5><span style=""color: #0000ff;"">Castillo de Almansa Reserva 2010 (Spain)  x 1</span></h5>
Wonderful dark cherry red color. Intense, blackberry, spice, and toasted aromas. Full-bodied, concentrated, rich wild berry fruit. Finely balanced vanilla undertones. Well integrated tannins, great depth with a persistent finish.","Simple Product","Catalog & Search","No","221.50","135"
"","5420","KDJ0131275","Kendall-Jackson Grand Reserve Merlot 2008","kendall-jackson-grand-reserve-merlot-2008","https://www.ewinegallery.com/shop/all-deals/kendall-jackson-grand-reserve-merlot-2008/","https://www.ewinegallery.com/shop/all-deals/kendall-jackson-grand-reserve-merlot-2008/","Black plum, boysenberry, and cherry flavors dance amongst the violet, chocolate and cedar notes. This wine is smooth and the tannins are refined and round. In true Merlot character, this wine caresses the mouth and lingers beyond each sip.","Simple Product","Catalog & Search","No","59","49"
"","5409","LP0601040750","Laurent-Perrier Grand Siecle &#8220;La Cuvee&#8221; MV","laurent-perrier-grand-siecle-la-cuvee-nv","https://www.ewinegallery.com/shop/sparkling/laurent-perrier-grand-siecle-la-cuvee-nv/","https://www.ewinegallery.com/shop/sparkling/laurent-perrier-grand-siecle-la-cuvee-nv/","Fantastic multi vintage champagne. Focused and precise, with a nice backbone. Crisp notes on the nose with notes of tart apple and lemon, some yeast and a light toasty element.
<h5><span style=""color: #0000ff;""> </span></h5>","Simple Product","Catalog & Search","No","254.00",""
"","5304","BORD0551275","Chateau Smith Haut Lafitte Grand Cru Classe 2008","chateau-smith-haut-lafitte-grand-cru-classe-2008","https://www.ewinegallery.com/shop/red/chateau-smith-haut-lafitte-grand-cru-classe-2008/","https://www.ewinegallery.com/shop/red/chateau-smith-haut-lafitte-grand-cru-classe-2008/","Exhibits sweet cassis, tobacco leaf, earth, and barbecue characteristics in its complex aromatics. The wine reveals ripe, supple tannin, medium to full body, gorgeous fruit, impeccable purity, and a luscious texture.","Simple Product","Catalog & Search","No","219",""
"","5296","BORD07112375","Chateau Rieussec 1er Grand Cru Classe 2011 (375ml)","chateau-rieussec-1er-grand-cru-classe-2011","https://www.ewinegallery.com/shop/white/chateau-rieussec-1er-grand-cru-classe-2011/","https://www.ewinegallery.com/shop/white/chateau-rieussec-1er-grand-cru-classe-2011/","Beautiful, already intense, golden colour. The nose presents a delicate woodiness followed by notes of honeysuckle and acacia flowers. The palate rapidly becomes full-bodied and generous, mingling notes of residual sugar and freshness. The fruit is discreet but the balance is perfect. The finish is long and lingering, accompanied by a hint of bitterness, that helps to enliven the flavours.","Simple Product","Catalog & Search","No","79",""
"","5290","LAMASS020675B","La Massa Giorgio Primo &#8216;Super Tuscan&#8217; Toscana IGT 2012","","https://www.ewinegallery.com/?post_type=product&p=5290","https://www.ewinegallery.com/?post_type=product&p=5290","The wine reveals scents of blackberry, spice, leather, licorice and camphor. All of the elements are woven together nicely in this supple, juicy wine. There is a centeredness and focus to the fruit that is highly appealing.","Simple Product","Catalog & Search","No","233.00",""
"","5289","LAMASS020675","La Massa Giorgio Primo &#8216;Super Tuscan&#8217; Toscana IGT 2008","la-massa-giorgio-primo-super-tuscan-toscana-igt-2008","https://www.ewinegallery.com/shop/red/la-massa-giorgio-primo-super-tuscan-toscana-igt-2008/","https://www.ewinegallery.com/shop/red/la-massa-giorgio-primo-super-tuscan-toscana-igt-2008/","The 2008 Giorgio Primo is all class and elegance. It shows richness with a level of detail, clarity and polish that are first-rate. Minerals, crushed flowers, cassis and sweet grilled herbs add complexity on the long, focused finish.","Simple Product","Catalog & Search","No","233.00",""
"","5287","LOUIS031275","Louis Max, Puligny &#8211; Montrachet 2012","louis-max-puligny-montrachet-2010","https://www.ewinegallery.com/shop/white/louis-max-puligny-montrachet-2010/","https://www.ewinegallery.com/shop/white/louis-max-puligny-montrachet-2010/","Gold yellow in color with aromas of marzipan (confection made with almonds), fern, exotic fruit and white flowers. Subtle acidity, very smooth and has a impressive lingering effect and length.","Simple Product","Catalog & Search","No","106.00",""
"","5282","VALTRAV050675A","Valtravieso Tinta Fina 2010","valtravieso-tinta-fina-2010","https://www.ewinegallery.com/shop/red/valtravieso-tinta-fina-2010/","https://www.ewinegallery.com/shop/red/valtravieso-tinta-fina-2010/","<span style=""line-height: 1.5em;"">Deep cherry red colour with </span><span style=""line-height: 1.5em;"">aroma of fresh grapes, complemented by hints of black currant and blackberry. The</span><span style=""line-height: 1.5em;""> wine shows good structure and sweetness, which emphasizes rounded tannins and balanced acidity.</span>","Simple Product","Catalog & Search","No","78.50",""
"","5231","MOMBD2001","Mother&#8217;s Day Special &#8211; Savoir Vivre","mothers-day-special-savoir-vivre-2","https://www.ewinegallery.com/shop/all-deals/mothers-day-special-savoir-vivre-2/","https://www.ewinegallery.com/shop/all-deals/mothers-day-special-savoir-vivre-2/","<h5><span style=""color: #ff99cc;"">Boxed in a champagne gold package, Savoir Vivre epitomize elegance and intelligent enjoyment, thoughtfully put together to perfection. Along with wines and treats that compliment perfectly together,  Savoir Vivre is the ideal Mother's Day gift that brims with class, charm and style; just the way every Mother is.</span></h5>
<h5>Only 50 sets available! Grab yours now!</h5>
<h5></h5>
This package comes nicely packed in an elegant gold box with the following items:
<ul>
	<li>Piccini Memoro Vino Rosato Rose D’ Italia NV</li>
	<li>Vallebelbo Fior Di Vigna Moscato NV</li>
	<li>Abello Orange Honey 100g</li>
	<li>Ernesto Brusa Black Cherries With Extra Dark Chocolate 115g</li>
	<li>Falanga-Sabra Chocolate Bisquits 100g</li>
</ul>","Simple Product","Catalog & Search","No","128","99"
"","5216","TED01041275A","Tedeschi Capitel Nicalo Appassimento Valpolicella Superiore DOC 2013","tedeschi-capitel-nicalo-appassimento-valpolicella-superiore-doc-2013","https://www.ewinegallery.com/shop/red/tedeschi-capitel-nicalo-appassimento-valpolicella-superiore-doc-2013/","https://www.ewinegallery.com/shop/red/tedeschi-capitel-nicalo-appassimento-valpolicella-superiore-doc-2013/","Strong ruby red color, clear and transparent. A wood aroma mixes with the vanilla of Slavonia oak. Good body, good structure, lively acidity and alcohol content well balanced with tannins. The after taste confirms the notes in the bouquet. A complex and elegant wine.

&nbsp;","Simple Product","Catalog & Search","No","52",""
"","5215","PRMUM101675P","G.H. Mumm Brut Cordon Rouge NV","g-h-mumm-brut-cordon-rouge-nv","https://www.ewinegallery.com/?post_type=product&p=5215","https://www.ewinegallery.com/?post_type=product&p=5215","The wine has depth and great full swathes of pear and red apple fruit flavors. It is well integrated, with initial softness tightened up with acidity and yeast flavors.","Simple Product","Catalog & Search","No","93.00","62"
"","5213","MHVEU010675P","Veuve Clicquot Brut NV","veuve-clicquot-brut-nv","https://www.ewinegallery.com/?post_type=product&p=5213","https://www.ewinegallery.com/?post_type=product&p=5213","Exhibiting fruit, finesse and style, this is a rich, classic Champagne with a yeasty bouquet that truly deserves its status as a Grande Marque","Simple Product","Catalog & Search","No","98.00","65"
"","5212","MHMCB0011275P","Moet & Chandon Brut Imperial NV","moet-chandon-brut-imperial-nv","https://www.ewinegallery.com/?post_type=product&p=5212","https://www.ewinegallery.com/?post_type=product&p=5212","The delicious sumptuousness of white-fleshed fruits (pear, peach, apple),The alluring caress of fine bubbles.The soft vivacity of citrus fruit and nuances of gooseberry.

&nbsp;","Simple Product","Catalog & Search","No","94.00","62"
"","5209","MOMBD2001","Mother&#8217;s Day Special &#8211; Savoir Vivre","mothers-day-special-savoir-vivre","https://www.ewinegallery.com/shop/all-deals/mothers-day-special-savoir-vivre/","https://www.ewinegallery.com/shop/all-deals/mothers-day-special-savoir-vivre/","<strong>This package comes nicely packed in an elegant gold box with the following items:</strong>
<ul>
	<li>Piccini Memoro Vino Rosato Rose D’ Italia NV</li>
	<li>Vallebelbo Fior Di Vigna Moscato NV</li>
	<li>Abello Orange Honey 100g</li>
	<li>Ernesto Brusa Black Cherries With Extra Dark Chocolate 115g</li>
	<li>Falanga-Sabra Chocolate Bisquits 100g</li>
</ul>
<h5><span style=""color: #ff9900;"">Only 50 sets available! Grab yours now! </span></h5>","Simple Product","Catalog & Search","No","128","99"
"","5139","EWGBD3021","Tri Vino C","tri-vino-c-2","https://www.ewinegallery.com/shop/all-deals/tri-vino-c-2/","https://www.ewinegallery.com/shop/all-deals/tri-vino-c-2/","<h5>This bundle includes the following:</h5>
<h5><span style=""color: #0000ff"">Jacob's Creek Reserve Riesling 2010 (Australia) x 1</span></h5>
Pale green straw colour. The nose displays attractive regional characters of apple and lemon blossom that are highlighted by a fresh lime citrus backdrop. Fresh lemon and lime citrus flavours are balanced with a crisp and lively mineral acidity which provides structure and length to the palate.
<h5><span style=""color: #0000ff"">Villa Symposia L'Equilibre 2009 (France) x 1</span></h5>
Blond tobacco, cinnamon, mace, impressive depth of fruit, and a medicinal cask thanks to iodine, bittersweet herbal concentrate and fruit pit adds interest as well as to the sappy, almost adhesive sense of finishing grip.
<h5><span style=""color: #0000ff"">Piccini Villa Al Cortile Rosso Di Montalcino DOC 2011 (Italy) x 1</span></h5>
Brilliant and limpid to the eye, with a ruby red colour; its perfume is intense and persistent with marked notes of wild red berries. In the mouth the wine is well-structured and smooth along with a notable aromatic persistence. An elegant, appealing and full bodied wine.","Simple Product","Catalog & Search","No","156","99"
"","5132","EWGBD3019","Tri Vino A","tri-vino-a-3","https://www.ewinegallery.com/shop/all-deals/tri-vino-a-3/","https://www.ewinegallery.com/shop/all-deals/tri-vino-a-3/","<h5>This bundle includes the following:</h5>
<h5><span style=""color: #0000ff"">George Wyndham Shiraz Cabernet 2009 (Australia) x 1</span></h5>
This classic Australian blend offers intense berry and spice character from the shiraz enhanced by blackcurrant and mint flavours from the cabernet. These generous flavours are complimented by subtle oak and complexity thanks to meticulous fruit selection, gentle handling and maturation in the finest oak barrels.
<h5><span style=""color: #0000ff"">Flechas De Los Andes Gran Malbec 2009 (Argentina) x 1</span></h5>
Purple color, with a superb bouquet of cedar, mineral, black cherry and black raspberry. This leads to a full-bodied, layered, ripe wine with enough structure.
<h5><span style=""color: #0000ff"">Fox Creek Chardonnay 2013 (Australia) x 1</span></h5>
Pale gold. White peach, nectarine and mandarin notes with creamy bready yeast characters and subtle biscuity oak create a rich complex bouquet. A rich fruity palate shows golden peach, mango and banana flavours. The textural oak frame surrounds dollops of creamy butter and yeasty texture, with the crisp mandarin finish completing a complex, restrained and balanced wine.","Simple Product","Catalog & Search","No","152.50","99"
"","5104","EWGBD2023","Double Deal A","double-deal-a-3","https://www.ewinegallery.com/shop/all-deals/double-deal-a-3/","https://www.ewinegallery.com/shop/all-deals/double-deal-a-3/","<strong>This bundle includes the following:</strong>
<h5><span style=""color: #0000ff"">Costa Vera Chardonnay 2013 (Chile) x 1</span></h5>
Tropical fruits surrounded by mandarin and water pear. Feels fresh with a present acidity.
<h5><span style=""color: #0000ff"">Tenuta Moraia Pietracupa Bolgheri 2009 (Italy) x 1 </span></h5>
Complex bouquet of red fruit, licorice, coffee and mineral notes, with enveloping notes of vanilla. The palate is deep, soft, elegant and intensely fruity with a long and lingering finish.","Simple Product","Catalog & Search","No","90.50","49"
"","5091","BORD0041275B","Calon Segur, 3rd Growth, Grand Cru Classe 2006","calon-segur-3rd-growth-grand-cru-classe-2006","https://www.ewinegallery.com/shop/all-deals/calon-segur-3rd-growth-grand-cru-classe-2006/","https://www.ewinegallery.com/shop/all-deals/calon-segur-3rd-growth-grand-cru-classe-2006/","Is an elegant, classic effort that represents about 60% of their total production. Deep ruby, with forest floor, cassis, black cherry, and soil undertones in both the aromas and flavors, this is a medium to full-bodied wine. A success for the vintage, it exhibits fine density, moderately high but sweet tannins, and alluring texture, and fine purity.s an elegant, classic effort that represents about 60% of their total production. Deep ruby, with forest floor, cassis, black cherry, and soil undertones in both the aromas and flavors, this is a medium to full-bodied wine. A success for the vintage, it exhibits fine density, moderately high but sweet tannins, and alluring texture and fine purity.","Simple Product","Catalog & Search","No","198.00","152"
"","5077","EWGBD4027","4OUR PACK B","4our-pack-b-5","https://www.ewinegallery.com/shop/all-deals/4our-pack-b-5/","https://www.ewinegallery.com/shop/all-deals/4our-pack-b-5/","<strong>This bundle includes the following:</strong>
<h5><strong></strong><span style=""color: #0000ff;"">Casa Lapostolle Chardonnay 2013 (Chile) x 1</span></h5>
Bright light yellow. Fresh and clean sweet citrus aromas such as tangerine and pears with sweet flowers. Fresh and elegant with nice texture and good acidity. Long finish.

&nbsp;
<h5><span style=""color: #0000ff;"">Chateau Clarisse 2010 (France) x 1</span></h5>
Deep red hue with nose of kirsch and jam notes. It is fresh, with notes of raspberry and black cherry. Balanced acidity and tannins.

&nbsp;
<h5><span style=""color: #0000ff;"">Gemtree Vineyards White Lees Shiraz 2008 (Australia) x 1</span></h5>
Deep purple with black hue. Nose of butterscotch, dark olives, raw meats, red currants, liqueur coffee, blueberries and plums. Palate of mulberry, dark liquorice. Firm tannin and acid creating a remarkable textural experience.

&nbsp;
<h5><span style=""color: #0000ff;"">Lucchetti Guardengo Lacrima di morro D' Alba Superiore DOC 2009 (Italy)  x 1</span></h5>
Deep ruby red hue. With ripe cherry aromas on the nose. And structured harmonious, long and persistent finish in the palate.","Simple Product","Catalog & Search","No","257.50","159.00"
"","5039","BORD0521275","Chateau Lafon-Rochet, 4th Growth Grand Cru Classe 2005","chateau-lafon-rochet-4th-growth-grand-cru-classe-2005","https://www.ewinegallery.com/shop/uncategorized/chateau-lafon-rochet-4th-growth-grand-cru-classe-2005/","https://www.ewinegallery.com/shop/uncategorized/chateau-lafon-rochet-4th-growth-grand-cru-classe-2005/","Saturated ruby/purple colour, a bouquet of sweet black fruits intermixed with weedy tobacco, licorice, and leather characteristics. Medium-bodied and powerful with excruciating tannin.","Simple Product","Catalog & Search","No","126",""
"","4964","BORD0511275A","Chateau Pichon Longueville Baron, 2nd Growth 2006","chateau-pichon-longueville-baron-2nd-growth-2006","https://www.ewinegallery.com/shop/uncategorized/chateau-pichon-longueville-baron-2nd-growth-2006/","https://www.ewinegallery.com/shop/uncategorized/chateau-pichon-longueville-baron-2nd-growth-2006/","With an inky bluish/purple color as well as aromas of incense, charcoal, smoked meats, and the classic creme de cassis that one finds in the top Pauillacs. Full-bodied with ripe tannin, impressive concentration, and a layered mouthfeel. It is set for a relatively long life.","Simple Product","Catalog & Search","No","245",""
